Latitude,Longitude,MAT,MAP,Vegetation,Fertilization,Soil.type.raw,Soil.type,Soil.classification.system,Degree.Weathering,Resin.Pi,Bic.Pi,Bic.Po,OH.Pi,OH.Po,acid.Pi,Resi.P,TPo,TP,pH,TC,TN,Sand,Silt,Clay,Texture,PME,Top.depth,Bottom.depth,Mean.depth
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,10.27618665,26.85,3.712978209,219.9742223,67.27203087,9.721678404,,,806.1757067,5.35,1.9193602,,16.7,15.1,66.3,clay,4.946494031,0,15,7.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,13.24941597,19.87,5.573223648,228.9217356,58.52680155,10.63139877,,,716.0344581,5.32,1.818418886,,16.7,15.1,66.3,clay,4.052157518,0,15,7.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.297812862,1.81,10.48934497,63.16673632,151.4303163,3.002017356,,,484.7830638,5.47,1.782290161,,16.7,15.1,66.3,clay,3.141560328,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.199938685,0.12,9.952028615,30.34940442,189.8790344,1.343616478,,,429.6661049,5.42,1.90524396,,16.7,15.1,66.3,clay,2.393569768,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.690760389,2.88,9.883547095,95.47219124,152.0229135,5.305152364,,,517.0141128,5.64,1.749048883,,16.7,15.1,66.3,clay,3.515555596,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.399877371,2.92,8.791640227,63.15128596,164.2889128,3.216928733,,,507.6689738,5.67,1.75022973,,16.7,15.1,66.3,clay,3.043996336,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.394720222,1.56,12.14401899,59.7646839,204.3299084,3.315720227,,,535.7607141,5.46,1.866247612,,16.7,15.1,66.3,clay,3.385470273,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.398675335,1.46,8.988850029,62.65581431,213.2897777,2.344260714,,,499.6061852,5.52,1.917403911,,16.7,15.1,66.3,clay,3.011475005,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.298110378,0.3,9.576364156,53.63109316,171.5046635,3.338907082,,,425.1135749,5.41,1.755066298,,16.7,15.1,66.3,clay,3.84076888,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0,1.03,7.501960997,51.54953636,184.3100437,2.005347594,,,437.4624657,5.47,1.690087687,,16.7,15.1,66.3,clay,3.515555596,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.397083816,1.51,12.95186716,69.86393246,176.1663168,4.002689808,,,543.3454437,5.23,2.067563403,,16.7,15.1,66.3,clay,3.56433758,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.990732032,5.13,9.168170266,100.7135441,161.0020607,4.327609349,,,596.2104211,5.51,1.755789342,,16.7,15.1,66.3,clay,3.613119588,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.199938685,1.03,11.90030701,60.69880883,192.9974942,2.015424717,,,454.3973767,5.34,1.515005143,,16.7,15.1,66.3,clay,2.718783052,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.19834396,0.12,11.08689935,44.40071683,180.1225637,5.331598787,,,480.106947,5.46,1.787386478,,16.7,15.1,66.3,clay,3.645640919,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,1.285391102,6.56,8.921326559,162.348116,122.902686,8.305780292,,,489.1488535,5.35,1.513673459,,16.7,15.1,66.3,clay,5.011536692,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.598612815,4.19,8.171026742,83.98181367,169.3701056,3.352302898,,,505.1925025,5.41,1.542737153,,16.7,15.1,66.3,clay,3.304166958,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.299006501,1.64,10.03014419,55.16768041,199.4097159,2.344260714,,,465.9239796,5.49,1.6792911,,16.7,15.1,66.3,clay,3.466773611,15,30,22.5
0.129444,34.40527,22.5,1800,Annual.agriculture,NP,Typic Rhodiudox,Oxisols,USDA system,High,0.099668834,0,8.549059115,39.58013636,188.8623128,2.344260714,,,448.2367003,5.29,1.690229849,,16.7,15.1,66.3,clay,2.96269302,15,30,22.5
21.024,-89.593,25.6,1204,Perennial.woody,none,Lithic haplustolls and Lithic ustorthents,Mollisols,USDA system,Intermediate,0.6,0.45,7.7,21.5,110.65,3.15,,,,6.89,3.860856144,0.452908551,16.49097883,23.3184768,60.19054436,clay,0.002318466,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.55,6.55,6.8,33.9,126.05,4.3,,,,6.43,5.37210467,0.57561753,24.55572047,24.45611533,50.98816418,clay,0.221895446,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.6,2.95,11.55,27.2,124.8,6.1,,,,6.47,4.878196154,0.491924622,19.72696108,24.47248151,55.80055741,clay,0.007289231,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.55,1.4,11.75,23.35,153.45,3.6,,,,6.66,4.084477552,0.463286034,20.84855555,19.93875968,58.64938675,clay,0.206818388,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.05,2.75,10.2,29.9,200.25,4.9,,,,6.45,5.949910521,0.522681319,17.85713568,19.03130522,63.0754762,clay,0.491597973,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.05,0.25,11.65,21.65,65.45,2.05,,,,6.14,4.278521491,0.363806052,18.82975475,24.71554285,56.17062268,clay,0.350690773,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.9,0.15,11.1,25.6,52.25,2.15,,,,6.29,3.824960798,0.32971549,23.62021652,24.45833236,51.40106072,clay,0.485672235,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.65,0.65,8.7,21.15,59.65,1.55,,,,6.12,6.026913971,0.320893471,23.69752222,24.06653347,50.74740574,clay,0.22798358,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.2,0.7,10.2,26.95,74.5,2.6,,,,5.93,4.708436516,0.407586612,26.3726091,23.00369786,49.69921628,clay,0.443755528,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.65,0.4,9.65,24,66.6,1.95,,,,6.35,3.15218407,0.398241758,16.96519743,25.98545185,56.77196873,clay,0.392238533,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.5,0.25,11.4,26.45,76.3,4.15,,,,5.92,4.966492887,0.455072207,31.92718788,24.18394239,42.25993339,clay,0.400686249,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.05,0.8,9.05,29.1,86.5,4.7,,,,5.56,5.308751827,0.576766467,20.79193376,30.26182138,48.94624486,clay,0.49155732,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.2,0.45,6.2,28.3,90.95,3.05,,,,5.76,6.856381244,0.536933002,25.53151612,29.05198326,44.39039292,clay,0.008468736,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.85,0.4,8.1,17.45,74.45,1.95,,,,5.4,4.619648642,0.409134615,15.7032331,31.14514551,53.1516214,clay,0.207109259,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.9,0.45,6.8,26.8,82.35,3.25,,,,5.92,4.579538943,0.462857143,23.90843106,28.23740023,47.41189878,clay,0.104617128,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.55,1.2,6.45,31.9,82.45,2.95,,,,6.39,5.794878124,0.545088757,,,,,0.227948058,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1,0.25,9.6,25.65,73.7,3.2,,,,6.65,6.821491394,0.721649485,38.5804896,23.17969959,37.25897121,clay loam,0.114448846,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.2,0.15,8.4,28.55,77.15,2.7,,,,6.12,3.682616731,0.410785091,23.2926885,23.34979681,52.79151079,clay,0.47389655,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,1.45,1.7,4.4,32.2,66.25,2.5,,,,6.57,3.899219921,0.41721267,26.37354738,23.62067846,49.14967051,clay,0.290053981,0,10,5
21.024,-89.593,25.6,1204,Perennial.woody,none,,Mollisols,USDA system,Intermediate,0.9,1.35,6.7,21.95,57.6,3.1,,,,6.85,3.839938172,0.429392971,31.32164329,20.88724269,45.9031409,clay,0.19609019,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,2.35,2.75,14.9,22.75,87.35,8.7,,,,5.95,2.537922966,0.25457265,,,,,0.012072112,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,3.4,3.55,14.25,31.95,80.45,12.15,,,,5.88,2.672723472,0.233449132,17.22824269,26.38778118,56.2813842,clay,0.10691161,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,0.85,1.95,13.6,32,77.3,14.65,,,,5.91,2.615777995,0.189040341,16.77018958,24.07833249,58.81493506,clay,0.04886869,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,4.1,4.45,10.65,20.1,63.1,40.15,,,,5.64,3.581017519,0.232435897,18.73022108,25.06872837,55.80971213,clay,0.090640917,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,2.1,1.7,13.95,19.55,58.4,12.2,,,,5.66,2.487194933,0.221971301,16.94426312,23.76376242,59.02008437,clay,0.085959701,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1.1,0.65,11.6,11.4,103.95,3.7,,,,6.07,3.402057949,0.254702467,23.6962586,31.6977571,44.0202864,clay,0.420739531,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1,1,11.2,12.05,108.95,4.55,,,,5.96,2.712335602,0.234735577,22.33982812,30.87125562,46.4128176,clay,0.037576497,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1.2,1.25,10.5,13.6,95.25,3.7,,,,6,2.525009673,0.266880481,23.85611847,33.3159134,42.71920471,clay,0.014511376,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,2.5,3.1,17.8,19.7,159.9,9.85,,,,6.25,3.053116272,0.344720621,21.80630995,34.06131475,44.12638483,clay,0.072471338,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,2.45,0.65,14.05,12.7,136.9,5,,,,5.87,4.014047923,0.255473218,21.29072476,32.38225766,46.32701758,clay,0.007334747,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,2.15,3.6,28.25,8.6,133.95,66.7,,,,7.15,8.289258535,0.395811518,30.93510316,25.43499657,43.62990027,clay,0.192072204,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,3.65,2.4,21.05,8.45,120.3,72.65,,,,7.22,7.399431445,0.464822134,30.33940753,25.70841005,42.64404653,clay,0.198853088,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,4.4,10.15,27.05,11,129.45,71,,,,7.29,8.843167092,0.506643357,25.81191683,26.9606641,47.22741903,clay,0.141208393,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,3.65,6.05,32.8,13.95,139.2,72.35,,,,7.4,8.901604714,0.440215924,19.16229847,34.46626253,46.371439,clay,0.091108788,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,7.25,16.75,18.35,12.05,94.6,71.05,,,,7.39,6.89099472,0.387393162,24.95020246,31.0414447,44.00835284,clay,0.155282599,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1.7,1.1,15.7,15.15,156.05,5.9,,,,6.19,3.813265306,0.321868132,14.99545014,28.58156083,56.42298903,clay,0.343806789,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,2,1.2,15.15,14.4,155.5,9.35,,,,6.06,3.924656536,0.321547565,18.30266128,31.01282512,50.66379624,clay,0.039913474,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1.95,2.15,14.05,14.9,146.5,10.3,,,,6.45,3.945448936,0.354461538,19.60580672,29.65806324,51.09318974,clay,0.552167503,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1.8,2.8,13.05,12.55,132.85,10.8,,,,6.65,3.990501944,0.323550769,19.60580672,29.65806324,51.09318974,clay,0.023623327,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,1.6,2.4,13.2,13.3,142.55,10.45,,,,6.14,3.371480157,0.326947115,19.04959789,28.65075846,51.86857716,clay,0.201716055,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,11.6,2.5,45.35,11.3,104.85,67.7,,,,7.22,31.5673277,2.443636364,62.44998324,27.34064097,10.20937579,sandy loam,0.11859002,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,17.45,0.3,69.65,11.8,163.2,65.6,,,,7.23,23.04069114,2.237415385,48.46454068,32.54663524,18.98882408,loam,0.092796869,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,15.9,1.55,67.9,11.7,145.4,66.15,,,,7.11,26.82337843,2.827430148,37.2468461,41.54875831,21.2043956,loam,0.094603265,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,5.95,0.35,60.7,13.65,115.3,64.1,,,,7.32,13.85910414,1.258595318,38.38311126,31.81144396,29.80544478,clay loam,0.143521788,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,9,0.3,51.45,14.05,169.05,66.55,,,,7.23,15.09857942,1.635428294,38.05631208,26.68270497,35.11590218,clay loam,0.089569573,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,1.45,0.25,19.85,3.05,89.3,77.55,,,,7.18,9.974841388,0.48125,28.69004598,51.6119681,19.69798592,silt loam,0.096467851,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,1.95,0.5,25.45,2.85,77.75,77.1,,,,7.12,8.146199079,0.525887061,28.81007794,45.48930287,25.70061919,loam,0.412336935,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,1.3,0.45,19.25,2.55,78.2,75.7,,,,7.15,8.27022201,0.457567084,29.73651883,45.21625496,25.0472262,loam,0.135232343,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,1.6,0.05,25.3,2.85,79.05,74.2,,,,7.32,9.12922148,0.594755245,30.03606731,48.02264303,21.94128966,loam,0.002879319,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,2.65,0.55,27.35,2.95,60.8,82.85,,,,7.33,7.010373973,0.496062992,27.67870133,46.65806203,25.66323664,loam,0.048242045,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,3.5,0.5,34.3,16.5,132.55,28.9,,,,7.16,18.22681914,1.670769231,45.32572497,30.1597729,24.51450208,loam,0.139592396,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,6.5,0.05,44.05,13,147.55,33.1,,,,7.1,20.0663067,1.395692308,46.97835091,28.90000923,22.52226019,loam,0.007843498,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,10.5,2.1,51,11.8,111.4,57.6,,,,7.13,15.34351631,1.459020979,46.57604594,25.32388944,26.78524018,sandy clay loam,0.18254707,0,10,5
17.972,-66.869,25.9,850,Perennial.woody,none,,,,,2.75,0.9,48.7,7.5,67.35,118.75,,,,6.94,15.25840173,1.360066528,43.70649997,27.11773663,29.17576339,clay loam,0.07126839,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,5.4,3.35,11.35,21.8,82.6,29.55,,,,5.84,2.452868251,0.188569231,19.04719965,29.80585219,51.42071318,clay,0.557260892,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,6,2.5,19.3,20,165.95,36,,,,5.86,3.362684415,0.288777429,24.43349246,31.42941995,43.91358485,clay,0.541631443,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,3.85,2.15,16.65,23.35,183.5,32.7,,,,5.82,3.440537104,0.297352685,31.33160792,27.76142105,40.61644793,clay,0.459651118,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,4.5,4.3,15,32.45,196.7,33.75,,,,5.79,2.979442323,0.27728755,25.38169445,29.43490857,44.78370164,clay,0.624949652,0,10,5
10.718,-85.594,25.7,1760,Perennial.woody,none,,,,,4.2,4.1,13.95,30.35,229.4,28.3,,,,5.95,3.310179669,0.289230769,26.09600067,28.00193893,45.63838241,clay,0.490681598,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,19.1,14.65,7.5,28.85,81.25,122.65,,,,6.04,3.133628167,0.196923077,48.64582201,23.21771967,28.13645832,sandy clay loam,0.141618072,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,30.75,17.85,14.25,35,132.2,149.35,,,,6.82,3.208003586,0.252365747,59.90434614,19.4118126,20.68384126,sandy clay loam,0.288817397,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,17.65,12.9,9.8,24.25,120.85,179.85,,,,5.62,4.694246439,0.219272424,54.74178768,23.77067156,21.48754076,sandy clay loam,0.199865476,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,16.2,10.15,15.4,13,92.75,176.8,,,,6.63,3.291857294,0.393352049,52.82666537,21.84254287,25.33079176,sandy clay loam,0.091733457,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,20.1,12.7,8.3,18.55,74.5,171.95,,,,6.48,3.394283111,0.354414874,55.50784414,21.64070044,22.85145543,sandy clay loam,0.138742317,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,39.15,25.4,12.75,22.8,68.45,40,,,,5.25,3.822742306,0.3609375,54.4965569,22.56441293,22.85376116,sandy clay loam,0.174533387,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,34.05,18.05,16.35,17.2,79.35,36.4,,,,5.28,3.957416293,0.305994695,57.97045925,20.61488985,21.41465089,sandy clay loam,0.154552073,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,24.95,14.25,17.25,16.4,124.95,23.8,,,,6.18,4.158282337,0.253712607,58.26461698,20.29124035,21.44414266,sandy clay loam,0.176320308,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,21,13.6,13.4,19.75,177.05,15.2,,,,5.11,2.931273534,0.185507148,56.80499182,22.06180373,21.13320445,sandy clay loam,0.154898021,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,31.75,17.35,23.95,21.4,179.7,22.4,,,,5.4,2.609761969,0.262948718,55.96312008,21.66024463,22.1934138,sandy clay loam,0.246719136,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,28.5,27.9,9.45,24.15,146.65,138.9,,,,6.05,2.787205783,0.348388546,60.62659534,19.99254522,19.38085944,sandy loam,0.105192149,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,28.5,22.35,4.85,26.95,138.5,170,,,,5.97,2.699677921,0.230121457,60.0709539,20.44748668,19.48155942,sandy loam,0.004584332,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,29.05,26.1,6.55,14.4,93.75,181.85,,,,6.67,2.984877974,0.251403054,43.44951638,28.49408825,28.05639537,clay loam,0.093250951,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,29.4,15.15,19.9,15.2,78.5,171.7,,,,5.38,2.369920009,0.193214733,51.62946841,24.44432807,23.92620352,sandy clay loam,0.229951763,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,29.85,11.15,31.15,18.9,90.75,126.45,,,,5.85,3.790178066,0.317859829,54.79857087,22.04665005,23.15477908,sandy clay loam,0.102657038,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,30.7,14.6,12.35,9.7,62.6,202.7,,,,5.57,3.899410589,0.329115744,58.27501059,23.46152795,18.26346146,sandy loam,0.14298602,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,28.4,15.3,12.4,7.95,56.65,201.3,,,,5.62,3.025170074,0.328769909,56.70385518,24.36844647,18.73807235,sandy loam,0.088226665,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,28.95,21,10.15,19.75,64.3,194.5,,,,5.88,1.678419639,0.109268293,57.96674154,22.96614947,19.06710899,sandy loam,0.082269294,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,32.6,16.2,16.3,31.05,79.25,176.95,,,,6.3,2.855598787,0.306981394,53.77496014,24.92287621,21.24669204,sandy clay loam,0.038052934,0,10,5
5.2,-74.887,24.6,1833,Perennial.woody,none,,,,,22.05,12.15,12.75,23.6,88.95,151.7,,,,6.13,4.162308717,0.351947627,46.97973988,27.64692672,25.3733334,loam,0.026192205,0,10,5
40.52472222,-121.7395833,16.7,780,Perennial.woody,none,"fine-loamy, mixed, superactive thermic Ultic Haploxeralf",Alfisols,USDA system,Intermediate,3.982584617,1.139770979,17.36094156,39.93416488,88.36294955,11.77173818,,585.9980052,706.1879861,6.705,3.887991581,0.2933561,61.77060071,26.25558037,11.97381892,sandy loam,5.42126079,0,5,2.5
40.52472222,-121.7395833,16.7,780,Perennial.woody,none,"fine-loamy, mixed, superactive thermic Ultic Haploxeralf",Alfisols,USDA system,Intermediate,1.679923905,1.6989317,6.985451731,46.57520153,47.09788333,9.697470867,,547.5173762,654.4620514,6.575,2.821300585,0.217633198,61.94141957,26.22937431,11.82920612,sandy loam,3.643615645,5,15,10
40.52472222,-121.7395833,14.2,990,Perennial.woody,none,"fine, parasesquic, mesic Xeric Palehumult",Ultisols,USDA system,High,8.742871447,1.630883593,25.25209182,51.50825019,93.12545133,6.603849893,,419.2214497,566.8627358,6.165,9.232240756,0.374381323,63.60824846,24.22668963,12.16506191,sandy loam,4.65382595,0,5,2.5
40.52472222,-121.7395833,14.2,990,Perennial.woody,none,"fine, parasesquic, mesic Xeric Palehumult",Ultisols,USDA system,High,3.921698792,0.441956999,17.37262258,53.04738305,76.42203307,3.326505715,,327.8573492,486.0555157,6.1675,5.116976999,0.218947097,57.51013452,28.82517664,13.66468884,sandy loam,2.817830242,5,15,10
40.52472222,-121.7395833,8.3,1150,Perennial.woody,none,"medial-skeletal, amorphic, mesic Typic Haploxerand",Andisols,USDA system,Intermediate,7.571092286,4.624650144,30.04942431,72.55184625,85.70348967,138.4016994,,458.8315985,878.2556247,6.015,11.10382312,0.449335481,75.65529552,17.26699272,7.077711767,sandy loam,5.233383867,0,5,2.5
40.52472222,-121.7395833,8.3,1150,Perennial.woody,none,"medial-skeletal, amorphic, mesic Typic Haploxerand",Andisols,USDA system,Intermediate,4.702771,2.338030863,18.29509048,70.85921084,65.56620544,88.37347428,,167.0237954,526.4275235,6.2225,4.664639159,0.162944269,79.5361902,14.80872469,5.655085109,loamy sand,2.250434525,5,15,10
40.52472222,-121.7395833,6.5,1340,Perennial.woody,none,"sandy-skeletal, mixed, frigid Vitrandic Xerorthent",Entisols,USDA system,Low,15.37173065,7.63419378,29.83062064,98.55135025,44.75463908,123.3984337,,79.0564597,473.4587444,6.785,4.205028863,0.18400224,82.96786066,11.6672198,5.36491954,loamy sand,1.137545491,0,5,2.5
40.52472222,-121.7395833,6.5,1340,Perennial.woody,none,"sandy-skeletal, mixed, frigid Vitrandic Xerorthent",Entisols,USDA system,Low,3.143366019,1.681002839,6.588549025,119.812992,26.31651409,180.1208011,,119.1460972,544.7272751,6.51,1.86191347,0.062609879,82.21283486,12.43942499,5.347740157,loamy sand,0.640139683,5,15,10
40.52472222,-121.7395833,16.7,330,Perennial.woody,none,"coarse-loamy, mixed, thermic Typic Xerochrept",Inceptisols,USDA system,Low,16.24913126,5.485403551,9.026023933,16.03083223,27.83849542,111.7731514,,184.1105367,439.4279279,6.4175,3.325482076,0.251839565,81.43307234,10.0313387,8.535588959,loamy sand,5.24992281,0,5,2.5
40.52472222,-121.7395833,16.7,330,Perennial.woody,none,"coarse-loamy, mixed, thermic Typic Xerochrept",Inceptisols,USDA system,Low,13.59790561,4.90792177,5.287311197,17.85345767,19.43103016,125.723769,,180.7253507,434.5905335,6.445,2.729656018,0.21138323,79.72786093,12.96337531,7.308763757,loamy sand,3.8688793,5,15,10
